run_id,app_name,dataset,study_name,dataset_group,alpha_gyro,alpha_acc,dataset_nees,trial_mean_nees,trial_sum_deviations
20260504T020331353Z,evalPimNoiseCalibration,V102/tangent,all_pim_combined_coarse,all,0.5,13.0,41.5639,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V103/quadrature,all_pim_combined_coarse,all,0.5,13.0,23.2369,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V103/tangent,all_pim_combined_coarse,all,0.5,13.0,78.0906,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V201/quadrature,all_pim_combined_coarse,all,0.5,13.0,21.3858,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V201/tangent,all_pim_combined_coarse,all,0.5,13.0,47.0965,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V202/quadrature,all_pim_combined_coarse,all,0.5,13.0,33.1367,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V202/tangent,all_pim_combined_coarse,all,0.5,13.0,125.688,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V203/quadrature,all_pim_combined_coarse,all,0.5,13.0,293.712,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,V203/tangent,all_pim_combined_coarse,all,0.5,13.0,191.293,57.0084,1232.18
20260504T020331353Z,evalPimNoiseCalibration,MH01/quadrature,all_pim_combined_coarse,all,1.0,0.5,86.9928,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH01/tangent,all_pim_combined_coarse,all,1.0,0.5,86.1351,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH02/quadrature,all_pim_combined_coarse,all,1.0,0.5,71.9558,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH02/tangent,all_pim_combined_coarse,all,1.0,0.5,71.9753,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH03/quadrature,all_pim_combined_coarse,all,1.0,0.5,115.635,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH03/tangent,all_pim_combined_coarse,all,1.0,0.5,115.695,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH04/quadrature,all_pim_combined_coarse,all,1.0,0.5,109.335,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH04/tangent,all_pim_combined_coarse,all,1.0,0.5,101.356,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH05/quadrature,all_pim_combined_coarse,all,1.0,0.5,117.031,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH05/tangent,all_pim_combined_coarse,all,1.0,0.5,113.281,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V101/quadrature,all_pim_combined_coarse,all,1.0,0.5,241.866,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V101/tangent,all_pim_combined_coarse,all,1.0,0.5,239.748,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V102/quadrature,all_pim_combined_coarse,all,1.0,0.5,119.29,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V102/tangent,all_pim_combined_coarse,all,1.0,0.5,132.229,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V103/quadrature,all_pim_combined_coarse,all,1.0,0.5,193.893,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V103/tangent,all_pim_combined_coarse,all,1.0,0.5,207.334,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V201/quadrature,all_pim_combined_coarse,all,1.0,0.5,249.966,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V201/tangent,all_pim_combined_coarse,all,1.0,0.5,256.936,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V202/quadrature,all_pim_combined_coarse,all,1.0,0.5,294.744,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V202/tangent,all_pim_combined_coarse,all,1.0,0.5,350.463,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V203/quadrature,all_pim_combined_coarse,all,1.0,0.5,497.367,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,V203/tangent,all_pim_combined_coarse,all,1.0,0.5,473.073,193.014,4224.3
20260504T020331353Z,evalPimNoiseCalibration,MH01/quadrature,all_pim_combined_coarse,all,1.0,1.0,30.4735,71.6738,1554.82
20260504T020331353Z,evalPimNoiseCalibration,MH01/tangent,all_pim_combined_coarse,all,1.0,1.0,34.6102,71.6738,1554.82
20260504T020331353Z,evalPimNoiseCalibration,MH02/quadrature,all_pim_combined_coarse,all,1.0,1.0,24.9313,71.6738,1554.82
20260504T020331353Z,evalPimNoiseCalibration,MH02/tangent,all_pim_combined_coarse,all,1.0,1.0,27.5212,71.6738,1554.82
20260504T020331353Z,evalPimNoiseCalibration,MH03/quadrature,all_pim_combined_coarse,all,1.0,1.0,36.9631,71.6738,1554.82
